id,word,audio_url,freq_score,RAtype
547,nearly,/audio/word/WORD0547.mp3,4,ra
548,central,/audio/word/WORD0548.mp3,4,ra
549,tell,/audio/word/WORD0549.mp3,4,ra
550,items,/audio/word/WORD0550.mp3,4,ra
551,controlled,/audio/word/WORD0551.mp3,4,ra
552,coal,/audio/word/WORD0552.mp3,4,ra
553,product,/audio/word/WORD0553.mp3,4,ra
554,factors,/audio/word/WORD0554.mp3,4,ra
555,based,/audio/word/WORD0555.mp3,4,ra
556,unions,/audio/word/WORD0556.mp3,4,ra
557,engaging,/audio/word/WORD0557.mp3,4,ra
558,protected,/audio/word/WORD0558.mp3,4,ra
559,reason,/audio/word/WORD0559.mp3,4,ra
560,tobacco,/audio/word/WORD0560.mp3,4,ra
561,action,/audio/word/WORD0561.mp3,4,ra
562,reading,/audio/word/WORD0562.mp3,4,ra
563,quickly,/audio/word/WORD0563.mp3,4,ra
564,conversation,/audio/word/WORD0564.mp3,4,ra
565,sixty,/audio/word/WORD0565.mp3,4,ra
566,group,/audio/word/WORD0566.mp3,4,ra
567,north,/audio/word/WORD0567.mp3,4,ra
568,stars,/audio/word/WORD0568.mp3,4,ra
569,medicine,/audio/word/WORD0569.mp3,4,ra
570,sometimes,/audio/word/WORD0570.mp3,4,ra
571,written,/audio/word/WORD0571.mp3,4,ra
572,shown,/audio/word/WORD0572.mp3,4,ra
573,accurate,/audio/word/WORD0573.mp3,4,ra
574,anxiety,/audio/word/WORD0574.mp3,4,ra
575,learning,/audio/word/WORD0575.mp3,4,ra
576,serious,/audio/word/WORD0576.mp3,4,ra
577,twenty,/audio/word/WORD0577.mp3,4,ra
578,published,/audio/word/WORD0578.mp3,4,ra
579,theory,/audio/word/WORD0579.mp3,4,ra
580,individuals,/audio/word/WORD0580.mp3,4,ra
581,hard,/audio/word/WORD0581.mp3,4,ra
582,breeding,/audio/word/WORD0582.mp3,4,ra
583,step,/audio/word/WORD0583.mp3,4,ra
584,started,/audio/word/WORD0584.mp3,4,ra
585,stress,/audio/word/WORD0585.mp3,4,ra
586,highly,/audio/word/WORD0586.mp3,4,ra
587,increasing,/audio/word/WORD0587.mp3,4,ra
588,purpose,/audio/word/WORD0588.mp3,4,ra
589,contribute,/audio/word/WORD0589.mp3,4,ra
590,program,/audio/word/WORD0590.mp3,4,ra
591,success,/audio/word/WORD0591.mp3,4,ra
592,indeed,/audio/word/WORD0592.mp3,4,ra
593,abstract,/audio/word/WORD0593.mp3,4,ra
594,thought,/audio/word/WORD0594.mp3,4,ra
595,explain,/audio/word/WORD0595.mp3,4,ra
596,months,/audio/word/WORD0596.mp3,4,ra
597,remains,/audio/word/WORD0597.mp3,4,ra
598,national,/audio/word/WORD0598.mp3,4,ra
599,progress,/audio/word/WORD0599.mp3,4,ra
600,lives,/audio/word/WORD0600.mp3,4,ra
601,vehicles,/audio/word/WORD0601.mp3,4,ra
602,diseases,/audio/word/WORD0602.mp3,4,ra
603,stage,/audio/word/WORD0603.mp3,4,ra
604,computer,/audio/word/WORD0604.mp3,4,ra
605,helps,/audio/word/WORD0605.mp3,4,ra
606,basic,/audio/word/WORD0606.mp3,4,ra
607,enable,/audio/word/WORD0607.mp3,4,ra
608,best,/audio/word/WORD0608.mp3,4,ra
609,near,/audio/word/WORD0609.mp3,4,ra
610,heart,/audio/word/WORD0610.mp3,4,ra
611,present,/audio/word/WORD0611.mp3,4,ra
612,roots,/audio/word/WORD0612.mp3,4,ra
613,thesis,/audio/word/WORD0613.mp3,4,ra
614,networks,/audio/word/WORD0614.mp3,4,ra
615,regular,/audio/word/WORD0615.mp3,4,ra
616,trees,/audio/word/WORD0616.mp3,4,ra
617,period,/audio/word/WORD0617.mp3,4,ra
618,ve,/audio/word/WORD0618.mp3,4,ra
619,shell,/audio/word/WORD0619.mp3,4,ra
620,popular,/audio/word/WORD0620.mp3,3,ra
621,lose,/audio/word/WORD0621.mp3,3,ra
622,emissions,/audio/word/WORD0622.mp3,3,ra
623,sees,/audio/word/WORD0623.mp3,3,ra
624,several,/audio/word/WORD0624.mp3,3,ra
625,improvement,/audio/word/WORD0625.mp3,3,ra
626,tesla,/audio/word/WORD0626.mp3,3,ra
627,rivals,/audio/word/WORD0627.mp3,3,ra
628,productive,/audio/word/WORD0628.mp3,3,ra
629,consume,/audio/word/WORD0629.mp3,3,ra
630,raised,/audio/word/WORD0630.mp3,3,ra
631,morning,/audio/word/WORD0631.mp3,3,ra
632,late,/audio/word/WORD0632.mp3,3,ra
633,went,/audio/word/WORD0633.mp3,3,ra
634,couple,/audio/word/WORD0634.mp3,3,ra
635,mother,/audio/word/WORD0635.mp3,3,ra
636,western,/audio/word/WORD0636.mp3,3,ra
637,river,/audio/word/WORD0637.mp3,3,ra
638,union,/audio/word/WORD0638.mp3,3,ra
639,nine,/audio/word/WORD0639.mp3,3,ra
640,debate,/audio/word/WORD0640.mp3,3,ra
641,plan,/audio/word/WORD0641.mp3,3,ra
642,responsible,/audio/word/WORD0642.mp3,3,ra
643,effort,/audio/word/WORD0643.mp3,3,ra
644,wealth,/audio/word/WORD0644.mp3,3,ra
645,shakespeare,/audio/word/WORD0645.mp3,3,ra
646,eggs,/audio/word/WORD0646.mp3,3,ra
647,akimbo,/audio/word/WORD0647.mp3,3,ra
648,looking,/audio/word/WORD0648.mp3,3,ra
649,word,/audio/word/WORD0649.mp3,3,ra
650,yellow,/audio/word/WORD0650.mp3,3,ra
651,considered,/audio/word/WORD0651.mp3,3,ra
652,babies,/audio/word/WORD0652.mp3,3,ra
653,eye,/audio/word/WORD0653.mp3,3,ra
654,largest,/audio/word/WORD0654.mp3,3,ra
655,land,/audio/word/WORD0655.mp3,3,ra
656,main,/audio/word/WORD0656.mp3,3,ra
657,cope,/audio/word/WORD0657.mp3,3,ra
658,publication,/audio/word/WORD0658.mp3,3,ra
659,concept,/audio/word/WORD0659.mp3,3,ra
660,negative,/audio/word/WORD0660.mp3,3,ra
661,create,/audio/word/WORD0661.mp3,3,ra
662,length,/audio/word/WORD0662.mp3,3,ra
663,interpretation,/audio/word/WORD0663.mp3,3,ra
664,outcome,/audio/word/WORD0664.mp3,3,ra
665,lead,/audio/word/WORD0665.mp3,3,ra
666,third,/audio/word/WORD0666.mp3,3,ra
667,write,/audio/word/WORD0667.mp3,3,ra
668,quotes,/audio/word/WORD0668.mp3,3,ra
669,you're,/audio/word/WORD0669.mp3,3,ra
670,temperature,/audio/word/WORD0670.mp3,3,ra
671,middle,/audio/word/WORD0671.mp3,3,ra
672,ancient,/audio/word/WORD0672.mp3,3,ra
673,exploring,/audio/word/WORD0673.mp3,3,ra
674,interesting,/audio/word/WORD0674.mp3,3,ra
675,tools,/audio/word/WORD0675.mp3,3,ra
676,east,/audio/word/WORD0676.mp3,3,ra
677,regulations,/audio/word/WORD0677.mp3,3,ra
678,essential,/audio/word/WORD0678.mp3,3,ra
679,buildings,/audio/word/WORD0679.mp3,3,ra
680,performance,/audio/word/WORD0680.mp3,3,ra
681,healthy,/audio/word/WORD0681.mp3,3,ra
682,ago,/audio/word/WORD0682.mp3,3,ra
683,widespread,/audio/word/WORD0683.mp3,3,ra
684,hand,/audio/word/WORD0684.mp3,3,ra
685,really,/audio/word/WORD0685.mp3,3,ra
686,ask,/audio/word/WORD0686.mp3,3,ra
687,writer,/audio/word/WORD0687.mp3,3,ra
688,ordinary,/audio/word/WORD0688.mp3,3,ra
689,size,/audio/word/WORD0689.mp3,3,ra
690,studying,/audio/word/WORD0690.mp3,3,ra
691,overseas,/audio/word/WORD0691.mp3,3,ra
692,communication,/audio/word/WORD0692.mp3,3,ra
693,TRUE,/audio/word/WORD0693.mp3,3,ra
694,finding,/audio/word/WORD0694.mp3,3,ra
695,sciences,/audio/word/WORD0695.mp3,3,ra
696,analyses,/audio/word/WORD0696.mp3,3,ra
697,exist,/audio/word/WORD0697.mp3,3,ra
698,give,/audio/word/WORD0698.mp3,3,ra
699,perform,/audio/word/WORD0699.mp3,3,ra
700,move,/audio/word/WORD0700.mp3,3,ra
701,thing,/audio/word/WORD0701.mp3,3,ra
702,original,/audio/word/WORD0702.mp3,3,ra
703,rarely,/audio/word/WORD0703.mp3,3,ra
704,done,/audio/word/WORD0704.mp3,3,ra
705,successfully,/audio/word/WORD0705.mp3,3,ra
706,special,/audio/word/WORD0706.mp3,3,ra
707,ceremony,/audio/word/WORD0707.mp3,3,ra
708,stole,/audio/word/WORD0708.mp3,3,ra
709,itself,/audio/word/WORD0709.mp3,3,ra
710,drug,/audio/word/WORD0710.mp3,3,ra
711,cities,/audio/word/WORD0711.mp3,3,ra
712,precious,/audio/word/WORD0712.mp3,3,ra
713,latin,/audio/word/WORD0713.mp3,3,ra
714,languages,/audio/word/WORD0714.mp3,3,ra
715,sharing,/audio/word/WORD0715.mp3,3,ra
716,exactly,/audio/word/WORD0716.mp3,3,ra
717,office,/audio/word/WORD0717.mp3,3,ra
718,classes,/audio/word/WORD0718.mp3,3,ra
719,host,/audio/word/WORD0719.mp3,3,ra
720,develop,/audio/word/WORD0720.mp3,3,ra
721,projects,/audio/word/WORD0721.mp3,3,ra
722,something,/audio/word/WORD0722.mp3,3,ra
723,moods,/audio/word/WORD0723.mp3,3,ra
724,rely,/audio/word/WORD0724.mp3,3,ra
725,focus,/audio/word/WORD0725.mp3,3,ra
726,style,/audio/word/WORD0726.mp3,3,ra
727,service,/audio/word/WORD0727.mp3,3,ra
728,roman,/audio/word/WORD0728.mp3,3,ra
729,writers,/audio/word/WORD0729.mp3,3,ra
730,significance,/audio/word/WORD0730.mp3,3,ra
731,efficiency,/audio/word/WORD0731.mp3,3,ra
732,efficient,/audio/word/WORD0732.mp3,3,ra
733,necessary,/audio/word/WORD0733.mp3,3,ra
734,competitive,/audio/word/WORD0734.mp3,3,ra
735,dolphins,/audio/word/WORD0735.mp3,3,ra
736,depends,/audio/word/WORD0736.mp3,3,ra
737,lifestyle,/audio/word/WORD0737.mp3,3,ra
738,suitable,/audio/word/WORD0738.mp3,3,ra
739,communicate,/audio/word/WORD0739.mp3,3,ra
740,danger,/audio/word/WORD0740.mp3,3,ra
741,pay,/audio/word/WORD0741.mp3,3,ra
742,surface,/audio/word/WORD0742.mp3,3,ra
743,better,/audio/word/WORD0743.mp3,3,ra
744,quality,/audio/word/WORD0744.mp3,3,ra
745,listening,/audio/word/WORD0745.mp3,3,ra
746,tests,/audio/word/WORD0746.mp3,3,ra
747,overall,/audio/word/WORD0747.mp3,3,ra
748,far,/audio/word/WORD0748.mp3,3,ra
749,tried,/audio/word/WORD0749.mp3,3,ra
750,appears,/audio/word/WORD0750.mp3,3,ra
751,window,/audio/word/WORD0751.mp3,3,ra
752,management,/audio/word/WORD0752.mp3,3,ra
753,hope,/audio/word/WORD0753.mp3,3,ra
754,subject,/audio/word/WORD0754.mp3,3,ra
755,easy,/audio/word/WORD0755.mp3,3,ra
756,responses,/audio/word/WORD0756.mp3,3,ra
757,recognized,/audio/word/WORD0757.mp3,3,ra
758,park,/audio/word/WORD0758.mp3,3,ra
759,appearance,/audio/word/WORD0759.mp3,3,ra
760,allowed,/audio/word/WORD0760.mp3,3,ra
761,technologies,/audio/word/WORD0761.mp3,3,ra
762,characteristics,/audio/word/WORD0762.mp3,3,ra
763,cells,/audio/word/WORD0763.mp3,3,ra
764,t,/audio/word/WORD0764.mp3,3,ra
765,bacteria,/audio/word/WORD0765.mp3,3,ra
766,divided,/audio/word/WORD0766.mp3,3,ra
767,aim,/audio/word/WORD0767.mp3,3,ra
768,affect,/audio/word/WORD0768.mp3,3,ra
769,affected,/audio/word/WORD0769.mp3,3,ra
770,under,/audio/word/WORD0770.mp3,3,ra
771,sell,/audio/word/WORD0771.mp3,3,ra
772,talk,/audio/word/WORD0772.mp3,3,ra
773,consider,/audio/word/WORD0773.mp3,3,ra
774,device,/audio/word/WORD0774.mp3,3,ra
775,personal,/audio/word/WORD0775.mp3,3,ra
776,tie,/audio/word/WORD0776.mp3,3,ra
777,actually,/audio/word/WORD0777.mp3,3,ra
778,administration,/audio/word/WORD0778.mp3,3,ra
779,low,/audio/word/WORD0779.mp3,3,ra
780,allow,/audio/word/WORD0780.mp3,3,ra
781,eat,/audio/word/WORD0781.mp3,3,ra
782,unnecessary,/audio/word/WORD0782.mp3,3,ra
783,unlikely,/audio/word/WORD0783.mp3,3,ra
784,regarded,/audio/word/WORD0784.mp3,3,ra
785,regions,/audio/word/WORD0785.mp3,3,ra
786,employed,/audio/word/WORD0786.mp3,3,ra
787,define,/audio/word/WORD0787.mp3,3,ra
788,hold,/audio/word/WORD0788.mp3,3,ra
789,term,/audio/word/WORD0789.mp3,3,ra
790,reality,/audio/word/WORD0790.mp3,3,ra
791,cause,/audio/word/WORD0791.mp3,3,ra
792,risk,/audio/word/WORD0792.mp3,3,ra
793,adults,/audio/word/WORD0793.mp3,3,ra
794,ideas,/audio/word/WORD0794.mp3,3,ra
795,seems,/audio/word/WORD0795.mp3,3,ra
796,wetlands,/audio/word/WORD0796.mp3,3,ra
797,nutrients,/audio/word/WORD0797.mp3,3,ra
798,periods,/audio/word/WORD0798.mp3,3,ra
799,depend,/audio/word/WORD0799.mp3,3,ra
800,soil,/audio/word/WORD0800.mp3,3,ra
801,save,/audio/word/WORD0801.mp3,3,ra
802,clear,/audio/word/WORD0802.mp3,3,ra
803,european,/audio/word/WORD0803.mp3,3,ra
804,lies,/audio/word/WORD0804.mp3,3,ra
805,outside,/audio/word/WORD0805.mp3,3,ra
806,elliptical,/audio/word/WORD0806.mp3,3,ra
807,galaxy,/audio/word/WORD0807.mp3,3,ra
808,located,/audio/word/WORD0808.mp3,3,ra
809,hemispheres,/audio/word/WORD0809.mp3,3,ra
810,controls,/audio/word/WORD0810.mp3,3,ra
811,fast,/audio/word/WORD0811.mp3,3,ra
812,statistical,/audio/word/WORD0812.mp3,3,ra
813,came,/audio/word/WORD0813.mp3,3,ra
814,fact,/audio/word/WORD0814.mp3,3,ra
815,traditional,/audio/word/WORD0815.mp3,3,ra
816,types,/audio/word/WORD0816.mp3,3,ra
817,role,/audio/word/WORD0817.mp3,3,ra
818,manufacturers,/audio/word/WORD0818.mp3,3,ra
819,against,/audio/word/WORD0819.mp3,3,ra
820,younger,/audio/word/WORD0820.mp3,3,ra
821,cost,/audio/word/WORD0821.mp3,3,ra
822,fresh,/audio/word/WORD0822.mp3,3,ra
823,everyone,/audio/word/WORD0823.mp3,3,ra
824,tourism,/audio/word/WORD0824.mp3,3,ra
825,travel,/audio/word/WORD0825.mp3,3,ra
826,tour,/audio/word/WORD0826.mp3,3,ra
827,programs,/audio/word/WORD0827.mp3,3,ra
828,visitors,/audio/word/WORD0828.mp3,3,ra
829,seen,/audio/word/WORD0829.mp3,3,ra
830,relationship,/audio/word/WORD0830.mp3,3,ra
831,resistant,/audio/word/WORD0831.mp3,3,ra
832,later,/audio/word/WORD0832.mp3,3,ra
833,genetic,/audio/word/WORD0833.mp3,3,ra
834,metals,/audio/word/WORD0834.mp3,3,ra
835,gardens,/audio/word/WORD0835.mp3,3,ra
836,established,/audio/word/WORD0836.mp3,3,ra
837,native,/audio/word/WORD0837.mp3,3,ra
838,good,/audio/word/WORD0838.mp3,3,ra
839,clouds,/audio/word/WORD0839.mp3,3,ra
840,engine,/audio/word/WORD0840.mp3,3,ra
841,deep,/audio/word/WORD0841.mp3,3,ra
842,big,/audio/word/WORD0842.mp3,3,ra
843,probably,/audio/word/WORD0843.mp3,3,ra
844,taking,/audio/word/WORD0844.mp3,3,ra
845,reduced,/audio/word/WORD0845.mp3,3,ra
846,army,/audio/word/WORD0846.mp3,3,ra
847,open,/audio/word/WORD0847.mp3,3,ra
848,compared,/audio/word/WORD0848.mp3,3,ra
849,community,/audio/word/WORD0849.mp3,3,ra
850,teachers,/audio/word/WORD0850.mp3,3,ra
851,ones,/audio/word/WORD0851.mp3,3,ra
852,failure,/audio/word/WORD0852.mp3,3,ra
853,humanities,/audio/word/WORD0853.mp3,3,ra
854,parents,/audio/word/WORD0854.mp3,3,ra
855,sales,/audio/word/WORD0855.mp3,3,ra
856,setting,/audio/word/WORD0856.mp3,3,ra
857,author,/audio/word/WORD0857.mp3,3,ra
858,direct,/audio/word/WORD0858.mp3,3,ra
859,awareness,/audio/word/WORD0859.mp3,3,ra
860,connected,/audio/word/WORD0860.mp3,3,ra
861,reducing,/audio/word/WORD0861.mp3,3,ra
862,tourists,/audio/word/WORD0862.mp3,3,ra
863,speech,/audio/word/WORD0863.mp3,3,ra
864,understood,/audio/word/WORD0864.mp3,3,ra
865,grow,/audio/word/WORD0865.mp3,3,ra
866,strategies,/audio/word/WORD0866.mp3,3,ra
867,requiring,/audio/word/WORD0867.mp3,3,ra
868,nursery,/audio/word/WORD0868.mp3,3,ra
869,uncovered,/audio/word/WORD0869.mp3,3,ra
870,responsibility,/audio/word/WORD0870.mp3,3,ra
871,remained,/audio/word/WORD0871.mp3,3,ra
872,continues,/audio/word/WORD0872.mp3,3,ra
873,involved,/audio/word/WORD0873.mp3,3,ra
874,walking,/audio/word/WORD0874.mp3,3,ra
875,meet,/audio/word/WORD0875.mp3,3,ra
876,girls,/audio/word/WORD0876.mp3,3,ra
877,boys,/audio/word/WORD0877.mp3,3,ra
878,science,/audio/word/WORD0878.mp3,3,ra
879,eighty,/audio/word/WORD0879.mp3,3,ra
880,expected,/audio/word/WORD0880.mp3,3,ra
881,evidence,/audio/word/WORD0881.mp3,3,ra
882,emotional,/audio/word/WORD0882.mp3,3,ra
883,neutral,/audio/word/WORD0883.mp3,3,ra
884,agriculture,/audio/word/WORD0884.mp3,3,ra
885,raw,/audio/word/WORD0885.mp3,3,ra
886,possess,/audio/word/WORD0886.mp3,3,ra
887,organisms,/audio/word/WORD0887.mp3,3,ra
888,internet,/audio/word/WORD0888.mp3,3,ra
889,magnetars,/audio/word/WORD0889.mp3,3,ra
890,inform,/audio/word/WORD0890.mp3,3,ra
891,disease,/audio/word/WORD0891.mp3,3,ra
892,mental,/audio/word/WORD0892.mp3,3,ra
893,candidate,/audio/word/WORD0893.mp3,3,ra
894,cold,/audio/word/WORD0894.mp3,3,ra
895,temperatures,/audio/word/WORD0895.mp3,3,ra
896,chronic,/audio/word/WORD0896.mp3,3,ra
897,economy,/audio/word/WORD0897.mp3,3,ra
898,policies,/audio/word/WORD0898.mp3,3,ra
899,gold,/audio/word/WORD0899.mp3,3,ra
900,reports,/audio/word/WORD0900.mp3,3,ra
901,actions,/audio/word/WORD0901.mp3,3,ra
902,mastery,/audio/word/WORD0902.mp3,3,ra
903,summary,/audio/word/WORD0903.mp3,3,ra
904,descriptive,/audio/word/WORD0904.mp3,3,ra
905,buy,/audio/word/WORD0905.mp3,3,ra
906,kind,/audio/word/WORD0906.mp3,3,ra
907,chemical,/audio/word/WORD0907.mp3,3,ra
908,effects,/audio/word/WORD0908.mp3,3,ra
909,numerous,/audio/word/WORD0909.mp3,3,ra
910,introduced,/audio/word/WORD0910.mp3,3,ra
911,cultivating,/audio/word/WORD0911.mp3,3,ra
912,farming,/audio/word/WORD0912.mp3,3,ra
913,everything,/audio/word/WORD0913.mp3,3,ra
914,tissue,/audio/word/WORD0914.mp3,3,ra
915,members,/audio/word/WORD0915.mp3,3,ra
916,serve,/audio/word/WORD0916.mp3,3,ra
917,admission,/audio/word/WORD0917.mp3,3,ra
918,library,/audio/word/WORD0918.mp3,3,ra
919,rates,/audio/word/WORD0919.mp3,3,ra
920,exercise,/audio/word/WORD0920.mp3,3,ra
921,infants,/audio/word/WORD0921.mp3,3,ra
922,norms,/audio/word/WORD0922.mp3,3,ra
923,turtles,/audio/word/WORD0923.mp3,3,ra
924,learned,/audio/word/WORD0924.mp3,2,ra
925,avoid,/audio/word/WORD0925.mp3,2,ra
926,toxic,/audio/word/WORD0926.mp3,2,ra
927,black,/audio/word/WORD0927.mp3,2,ra
928,served,/audio/word/WORD0928.mp3,2,ra
929,assess,/audio/word/WORD0929.mp3,2,ra
930,count,/audio/word/WORD0930.mp3,2,ra
931,stations,/audio/word/WORD0931.mp3,2,ra
932,included,/audio/word/WORD0932.mp3,2,ra
933,beyond,/audio/word/WORD0933.mp3,2,ra
934,hundred,/audio/word/WORD0934.mp3,2,ra
935,hectares,/audio/word/WORD0935.mp3,2,ra
936,theoretical,/audio/word/WORD0936.mp3,2,ra
937,basis,/audio/word/WORD0937.mp3,2,ra
938,thomas,/audio/word/WORD0938.mp3,2,ra
939,edison,/audio/word/WORD0939.mp3,2,ra
940,today's,/audio/word/WORD0940.mp3,2,ra
941,country's,/audio/word/WORD0941.mp3,2,ra
942,capacity,/audio/word/WORD0942.mp3,2,ra
943,ability,/audio/word/WORD0943.mp3,2,ra
944,farmers,/audio/word/WORD0944.mp3,2,ra
945,matter,/audio/word/WORD0945.mp3,2,ra
946,my,/audio/word/WORD0946.mp3,2,ra
947,rest,/audio/word/WORD0947.mp3,2,ra
948,passed,/audio/word/WORD0948.mp3,2,ra
949,region,/audio/word/WORD0949.mp3,2,ra
950,himalayas,/audio/word/WORD0950.mp3,2,ra
951,looks,/audio/word/WORD0951.mp3,2,ra
952,entirely,/audio/word/WORD0952.mp3,2,ra
953,banks,/audio/word/WORD0953.mp3,2,ra
954,away,/audio/word/WORD0954.mp3,2,ra
955,pluto,/audio/word/WORD0955.mp3,2,ra
956,lost,/audio/word/WORD0956.mp3,2,ra
957,passionate,/audio/word/WORD0957.mp3,2,ra
958,definition,/audio/word/WORD0958.mp3,2,ra
959,specifications,/audio/word/WORD0959.mp3,2,ra
960,decision,/audio/word/WORD0960.mp3,2,ra
961,accordance,/audio/word/WORD0961.mp3,2,ra
962,university's,/audio/word/WORD0962.mp3,2,ra
963,ensuring,/audio/word/WORD0963.mp3,2,ra
964,adequate,/audio/word/WORD0964.mp3,2,ra
965,appropriate,/audio/word/WORD0965.mp3,2,ra
966,transactions,/audio/word/WORD0966.mp3,2,ra
967,apparently,/audio/word/WORD0967.mp3,2,ra
968,mind,/audio/word/WORD0968.mp3,2,ra
969,powers,/audio/word/WORD0969.mp3,2,ra
970,scope,/audio/word/WORD0970.mp3,2,ra
971,convinced,/audio/word/WORD0971.mp3,2,ra
972,military,/audio/word/WORD0972.mp3,2,ra
973,powerful,/audio/word/WORD0973.mp3,2,ra
974,connections,/audio/word/WORD0974.mp3,2,ra
975,remarkably,/audio/word/WORD0975.mp3,2,ra
976,becomes,/audio/word/WORD0976.mp3,2,ra
977,greatest,/audio/word/WORD0977.mp3,2,ra
978,playwright,/audio/word/WORD0978.mp3,2,ra
979,survive,/audio/word/WORD0979.mp3,2,ra
980,protection,/audio/word/WORD0980.mp3,2,ra
981,exchange,/audio/word/WORD0981.mp3,2,ra
982,doesn't,/audio/word/WORD0982.mp3,2,ra
983,virtually,/audio/word/WORD0983.mp3,2,ra
984,fossil,/audio/word/WORD0984.mp3,2,ra
985,until,/audio/word/WORD0985.mp3,2,ra
986,hands,/audio/word/WORD0986.mp3,2,ra
987,cry,/audio/word/WORD0987.mp3,2,ra
988,mammal,/audio/word/WORD0988.mp3,2,ra
989,greatly,/audio/word/WORD0989.mp3,2,ra
990,designed,/audio/word/WORD0990.mp3,2,ra
991,weight,/audio/word/WORD0991.mp3,2,ra
992,teeth,/audio/word/WORD0992.mp3,2,ra
993,pregnant,/audio/word/WORD0993.mp3,2,ra
994,woman,/audio/word/WORD0994.mp3,2,ra
995,says,/audio/word/WORD0995.mp3,2,ra
996,he's,/audio/word/WORD0996.mp3,2,ra
997,that's,/audio/word/WORD0997.mp3,2,ra
998,letters,/audio/word/WORD0998.mp3,2,ra
999,we're,/audio/word/WORD0999.mp3,2,ra
1000,immediately,/audio/word/WORD1000.mp3,2,ra
1001,try,/audio/word/WORD1001.mp3,2,ra
1002,root,/audio/word/WORD1002.mp3,2,ra
1003,amazement,/audio/word/WORD1003.mp3,2,ra
1004,vast,/audio/word/WORD1004.mp3,2,ra
1005,wide,/audio/word/WORD1005.mp3,2,ra
1006,largely,/audio/word/WORD1006.mp3,2,ra
1007,relentless,/audio/word/WORD1007.mp3,2,ra
1008,force,/audio/word/WORD1008.mp3,2,ra
1009,beneath,/audio/word/WORD1009.mp3,2,ra
1010,class,/audio/word/WORD1010.mp3,2,ra
1011,french,/audio/word/WORD1011.mp3,2,ra
1012,finally,/audio/word/WORD1012.mp3,2,ra
1013,college,/audio/word/WORD1013.mp3,2,ra
1014,require,/audio/word/WORD1014.mp3,2,ra
1015,add,/audio/word/WORD1015.mp3,2,ra
1016,trying,/audio/word/WORD1016.mp3,2,ra
1017,warming,/audio/word/WORD1017.mp3,2,ra
1018,earth's,/audio/word/WORD1018.mp3,2,ra
1019,trend,/audio/word/WORD1019.mp3,2,ra
1020,officials,/audio/word/WORD1020.mp3,2,ra
1021,effect,/audio/word/WORD1021.mp3,2,ra
1022,biologist,/audio/word/WORD1022.mp3,2,ra
1023,lived,/audio/word/WORD1023.mp3,2,ra
1024,reforms,/audio/word/WORD1024.mp3,2,ra
1025,showed,/audio/word/WORD1025.mp3,2,ra
1026,pace,/audio/word/WORD1026.mp3,2,ra
1027,eastern,/audio/word/WORD1027.mp3,2,ra
1028,perhaps,/audio/word/WORD1028.mp3,2,ra
1029,bother,/audio/word/WORD1029.mp3,2,ra
1030,aesthetics,/audio/word/WORD1030.mp3,2,ra
1031,concern,/audio/word/WORD1031.mp3,2,ra
1032,function,/audio/word/WORD1032.mp3,2,ra
1033,combined,/audio/word/WORD1033.mp3,2,ra
1034,supply,/audio/word/WORD1034.mp3,2,ra
1035,operate,/audio/word/WORD1035.mp3,2,ra
1036,cargo,/audio/word/WORD1036.mp3,2,ra
1037,travelled,/audio/word/WORD1037.mp3,2,ra
1038,historian,/audio/word/WORD1038.mp3,2,ra
1039,characters,/audio/word/WORD1039.mp3,2,ra
1040,peasant,/audio/word/WORD1040.mp3,2,ra
1041,asking,/audio/word/WORD1041.mp3,2,ra
1042,sort,/audio/word/WORD1042.mp3,2,ra
1043,imaginative,/audio/word/WORD1043.mp3,2,ra
1044,flags,/audio/word/WORD1044.mp3,2,ra
1045,nations,/audio/word/WORD1045.mp3,2,ra
1046,nobility,/audio/word/WORD1046.mp3,2,ra
1047,flag,/audio/word/WORD1047.mp3,2,ra
1048,owner,/audio/word/WORD1048.mp3,2,ra
1049,option,/audio/word/WORD1049.mp3,2,ra
1050,tend,/audio/word/WORD1050.mp3,2,ra
1051,besides,/audio/word/WORD1051.mp3,2,ra
1052,producing,/audio/word/WORD1052.mp3,2,ra
1053,combustion,/audio/word/WORD1053.mp3,2,ra
1054,fuels,/audio/word/WORD1054.mp3,2,ra
1055,primary,/audio/word/WORD1055.mp3,2,ra
1056,targeting,/audio/word/WORD1056.mp3,2,ra
1057,adapt,/audio/word/WORD1057.mp3,2,ra
1058,classic,/audio/word/WORD1058.mp3,2,ra
1059,movies,/audio/word/WORD1059.mp3,2,ra
1060,everyone's,/audio/word/WORD1060.mp3,2,ra
1061,otherwise,/audio/word/WORD1061.mp3,2,ra
1062,professors,/audio/word/WORD1062.mp3,2,ra
1063,hamburg,/audio/word/WORD1063.mp3,2,ra
1064,faculty,/audio/word/WORD1064.mp3,2,ra
1065,test,/audio/word/WORD1065.mp3,2,ra
1066,carried,/audio/word/WORD1066.mp3,2,ra
1067,pre,/audio/word/WORD1067.mp3,2,ra
1068,impressed,/audio/word/WORD1068.mp3,2,ra
1069,border,/audio/word/WORD1069.mp3,2,ra
1070,illegal,/audio/word/WORD1070.mp3,2,ra
1071,san,/audio/word/WORD1071.mp3,2,ra
1072,picked,/audio/word/WORD1072.mp3,2,ra
1073,sounds,/audio/word/WORD1073.mp3,2,ra
1074,exams,/audio/word/WORD1074.mp3,2,ra
1075,offers,/audio/word/WORD1075.mp3,2,ra
